text_id,text,synset_id,synset_word
t0000003817," оны тавдугаар сарын#0000003817 5-ны өдрийн шар шороон шуурга нь БНХАУ дахь 1,1 сая хавтгай дөрвөлжин километр нутгийг шууд хамарч, үүний улмаас 85 хүн амь насаа алдаж, 246 хүн бэртэж гэмтэн, 4412 байшин орон сууц эвдэрч, 12 мянган мал, тэжээвэр амьтан үрэгдэж, өчнөөн га тариалангийн талбай өртөж сүйрчээ",43,сар
t0000003818,"Монгол Улсын тухайд гэвэл  оны дөрөвдүгээр сарын#0000003818 5-6-нд болсон хүчтэй шороон болон цасан шуурганы улмаас 16 хүн амь насаа алдаж, 100-675 мянган толгой мал хорогдож, олон гэр, хашаа, саравч, холбооны ба цахилгаан дамжуулах шугам гэмтжээ",43,сар
t0000003819,"Үүний дараа хэдэн арван жилд тохиолдож байгаагүй хүчтэй хоёр ч шар шороон шуурга  оны гурав, дөрөвдүгээр сард#0000003819 болж өнгөрчээ",43,сар
t0000003820,"Монголын нутгаас эхэлсэн энэхүү шуурга нь БНХАУын  муж, Солонгосын хойг, Японы ихэнх хэсгийг дайран гарсан#0000003820 гэлэг",16,гар
t0000003821,Ганбатын бийрээ барьсан гар#0000003821 чичирхийлж байлаа,17,гар
t0000003822,Хаанаас гар#0000003822 ирэв ээ! Хойд зүгээс явж байна>> гэх зэргээр шуугих нь тодхон,16,гар
t0000003823, Бат минь чи чинь хаа газраас гараад#0000003823 ирэв,16,гар
t0000003824,"Осол гарахгүй#0000003824 жаахан тайван суух зуур өмнөх ослын ар гэр, анд нөхөд нь танил талаа дагуулан орж ирнэ",18,гар
t0000003825,"Эрх мэдэл, өнгө мөнгөний#0000003825 аливаа судсыг атгасан Ах нам энэ сонгуулиар үнэндээ газар шороодов",33,мөнгө
t0000003826,"Улс төрийн#0000003826 ялалт байгуулж, улс төрийн албан тушаалыг биднээс хамааралгүйгээр хүртдэг улстөрчдийн хэн байх нь падгүй байдаг жишиг энэ улсад тогтоод чамгүй хугацаа өнгөрч, өдөр өнгөрөх тутам батжиж байгаа энэ нөхцөлд тэр тухай ярих утга муутай",47,төр
t0000003827,"Улс төрийн ялалт байгуулж, улс төрийн#0000003827 албан тушаалыг биднээс хамааралгүйгээр хүртдэг улстөрчдийн хэн байх нь падгүй байдаг жишиг энэ улсад тогтоод чамгүй хугацаа өнгөрч, өдөр өнгөрөх тутам батжиж байгаа энэ нөхцөлд тэр тухай ярих утга муутай",47,төр
t0000003828,"Энэ бол түүнийг Монголын төрд#0000003828 эргээд ирэхээр, хаанаас ч юм гараад ирэхээр л эрх чөлөө үнэртээд байдаг чанар юм",47,төр
t0000003829,"Энэ бол түүнийг Монголын төрд эргээд ирэхээр, хаанаас ч юм гараад#0000003829 ирэхээр л эрх чөлөө үнэртээд байдаг чанар юм",16,гар
t0000003830,Ийм л чанараар тэрбээр манай нийгэмд сүүлийн  жилд гарсан#0000003830 нэгэн онцгой үзэгдэл болж төлөвшсөн болов уу,18,гар
t0000003831,"Энэ ангиас нийтийн дууны урлагт өөрийн гэсэн байр#0000003831 сууриа хэдийнэ эзэлсэн соёлын тэргүүний ажилтан Л.Болдбаатар, Л.Банзрагч, Т.Батсайхан, Г.Эрдэнэтунгалаг ая зохиогч, дуучин Н.Баасандорж нарын дуучин төрөн гарсан байна",10,байр
t0000003832,"Энэ ангиас нийтийн дууны урлагт өөрийн гэсэн байр сууриа хэдийнэ эзэлсэн соёлын тэргүүний ажилтан Л.Болдбаатар, Л.Банзрагч, Т.Батсайхан, Г.Эрдэнэтунгалаг ая зохиогч, дуучин Н.Баасандорж нарын дуучин төрөн#0000003832 гарсан байна",48,төр
t0000003833,"Энэ ангиас нийтийн дууны урлагт өөрийн гэсэн байр сууриа хэдийнэ эзэлсэн соёлын тэргүүний ажилтан Л.Болдбаатар, Л.Банзрагч, Т.Батсайхан, Г.Эрдэнэтунгалаг ая зохиогч, дуучин Н.Баасандорж нарын дуучин төрөн гарсан#0000003833 байна",16,гар
t0000003834,"Гэтэл түүнийг дөнгөж оронгуут охид хаалгаа түгжиж, хоёр гарыг#0000003834 нь дөрвөн охин алдлан бариад ""хувцсыг нь тайлна"" хэмээн дайрцгаажээ",17,гар
t0000003835,"Энэ удаа ч мөн л сурсан зангаараа цуугаа аваад пирошки руугаа ""шүршиж"" гарчээ#0000003835",16,гар
t0000003836,Хүний нүдэнд#0000003836 цуу хийчихээд тоосон шинжгүй суусан Энхтуяа одоо Архангай аймгийн театрт ажилладаг гэж ангийн нөхөд нь дурслаа,37,нүд
t0000003837,Хүний нүдэнд цуу хийчихээд#0000003837 тоосон шинжгүй суусан Энхтуяа одоо Архангай аймгийн театрт ажилладаг гэж ангийн нөхөд нь дурслаа,54,хий
t0000003838,Энэ үеэр хөвгүүд дэмий мөнгө#0000003838 үрээд яахав гэцгээн амралтад явахгүйгээр тохиролцов,33,мөнгө
t0000003839,"Эдний ангийн гурван ""Б"" буюу Т.Батсайхан, Л.Болдбаатар, Л.Банзрагч нар ирэх энэ сарын#0000003839 16-нд ""Нэг ангийнхан"" нэртэй хамтарсан тоглолт хийх гэж байгаа ажээ",43,сар
t0000003840,"Эдний ангийн гурван ""Б"" буюу Т.Батсайхан, Л.Болдбаатар, Л.Банзрагч нар ирэх энэ сарыннд ""Нэг ангийнхан"" нэртэй хамтарсан тоглолт хийх#0000003840 гэж байгаа ажээ",54,хий
t0000003841,Чи мэдээгүй юм гэж санаж байна уу? Зүгээр өнгөрөх байх аа> гэж түүний хорслоор дүүрсэн хоёр хурц нүд#0000003841 хэлж байлаа,37,нүд
t0000003842,"Намрын цэнэг усалгааг зарим бололцоотой системд хангаж услах замаар хийхээс#0000003842 гадна услалтын системийн талбайн хөрсний чийгийг нэмэгдүүлэхийн тулд талбайд цас тогтоох, цасны хайланга усыг шуудуулж урсгах зэргээр аль болох үр ашигтай, хямд төсөр аргыг санаачилж хийх нь зүйтэй",54,хий
t0000003843,"Намрын цэнэг усалгааг зарим бололцоотой системд хангаж услах замаар хийхээс гадна услалтын системийн талбайн хөрсний чийгийг нэмэгдүүлэхийн тулд талбайд цас тогтоох, цасны хайланга усыг шуудуулж урсгах зэргээр аль болох үр ашигтай, хямд төсөр аргыг санаачилж хийх#0000003843 нь зүйтэй",54,хий
t0000003844,"/Энэ заалтад  оны  дүгээр сарын#0000003844 15-ны өдрийн хуулиар нэмэлт, өөрчлөлт орсон/",43,сар
t0000003845,"Анх удаа шахам улс төрийн#0000003845 хүрээний, тэр тусмаа Ерөнхий сайд хүнтэй ярилцлага хийх гэж байна",47,төр
t0000003846,"Анх удаа шахам улс төрийн хүрээний, тэр тусмаа Ерөнхий сайд хүнтэй ярилцлага хийх#0000003846 гэж байна",54,хий
t0000003847,"Бух өвгөний охин гэж Залуудайн насны нэг хөрслөг бор царайтай, хөөрхөн торомгор хар нүдтэй,#0000003847 сүрхий сэргэлэн янзын бүсгүй жаал, эх, ах хоёртойгоо ирж Бух өвгөн бага охиноо баруун хацры нь таалан үнэсээд,",37,нүд
t0000003848,"нууцын зэрэглэлтэй байр#0000003848 зүйн зураг, тоон мэдээллийг геодези, зураг зүйн асуудал эрхэлсэн төрийн захиргааны төв байгууллагын тусгай зөвшөөрөлгүйгээр хэвлэх;",12,байр
t0000003849,"нууцын зэрэглэлтэй байр зүйн зураг, тоон мэдээллийг геодези, зураг зүйн асуудал эрхэлсэн төрийн#0000003849 захиргааны төв байгууллагын тусгай зөвшөөрөлгүйгээр хэвлэх;",47,төр
t0000003850,Чилийн ЭСЯ миний албан паспортыг хараад Чили рүү гурван сарын хугацаатай зорчих эрхтэй гэж хэлээд цаасан дээр тодорхойлолт хийж#0000003850 өгсөн,54,хий
t0000003851,Тэр тодорхойлолтод ач холбогдол өгөөгүй тул боломжтой бол албан виз гаргаж#0000003851 өгөхийг хүсэхэд сайдтайгаа ярьснаас цагийн дараа миний паспортон дээр сая виз дарж өгсөн,16,гар
t0000003852,Арванхоёрдугаар сараас#0000003852 хоёрдугаар сар зуны улиралд тооцогддог,43,сар
t0000003853,Арванхоёрдугаар сараас хоёрдугаар сар#0000003853 зуны улиралд тооцогддог,43,сар
t0000003854,Нар өдөр бүхэн гараад#0000003854 байхгүй,16,гар
t0000003855,Та тэнд ямар ажил алба амжуулж байв? Болгарын Антарктид судлалын баазад цаг уурын анхан шатны ажиглалт болон цаг агаарын прогноз мэдээг гаргах#0000003855 ажил үүргийг хийж гүйцэтгэсэн,16,гар
t0000003856,Та тэнд ямар ажил алба амжуулж байв? Болгарын Антарктид судлалын баазад цаг уурын анхан шатны ажиглалт болон цаг агаарын прогноз мэдээг гаргах ажил үүргийг хийж#0000003856 гүйцэтгэсэн,54,хий
t0000003857,Эрдэмтэд хиймэл дагуулын тусламжтайгаар озоны зураглалыг байнга гаргаж#0000003857 байгаа бөгөөд үүнд тулгуурласан загварын үр дүнг ашиглан 2060-2070 онд гэхэд бүрэн сэргээгдэх боломжтой гэсэн тооцоог хийгээд байгаа,16,гар
t0000003858,Эрдэмтэд хиймэл дагуулын тусламжтайгаар озоны зураглалыг байнга гаргаж байгаа бөгөөд үүнд тулгуурласан загварын үр дүнг ашиглан  онд гэхэд бүрэн сэргээгдэх боломжтой гэсэн тооцоог хийгээд#0000003858 байгаа,54,хий
t0000003859,Хаашаа ч харсан их цасанд уйдах юм уу?  хоногийн хугацаатай явсан болохоор уйдаж сэтгэл санаагаар унах явдал гараагүй#0000003859,18,гар
t0000003860,Би түлхэх гол#0000003860 үүргийг гүйцэтгэж завиа далай руу амжилттай оруулсан,19,гол
t0000003861,"Ус цаг уурын албанаас удирдамж гаргаж#0000003861 өгсний дагуу Кинг Жорж арлын 10 жилийн уур амьсгалын тойм, Испанийн хоёр цаг уурын станцын гурван жилийн цаг уурын анхан шатны мэдээллийг мэргэжил нэгт нөхдөөсөө авсан, мөн экотуризм болон байгаль орчин, ургамал бүрхэвч, ан амьтны тухай мэдээллийг цуглуулан, зураг авч, дүрс бичлэг хийн баримтат кино хийсэн",16,гар
t0000003862,"Ус цаг уурын албанаас удирдамж гаргаж өгсний дагуу Кинг Жорж арлын  жилийн уур амьсгалын тойм, Испанийн хоёр цаг уурын станцын гурван жилийн цаг уурын анхан шатны мэдээллийг мэргэжил нэгт нөхдөөсөө авсан, мөн экотуризм болон байгаль орчин, ургамал бүрхэвч, ан амьтны тухай мэдээллийг цуглуулан, зураг авч, дүрс бичлэг хийн баримтат кино хийсэн#0000003862",54,хий
t0000003863,Энэ дашрамд Антарктид явах болсон түүхээ#0000003863 товч дурдъя,49,түүх
t0000003864,"Манай улсаас хамгийн анх Ж.Цэрэндэлэг агсан  онд Антарктид тивд Монгол Улсаа төлөөлөн очиж, төрийнхөө#0000003864 далбааг мандуулж байжээ",47,төр
t0000003865,Тэрбээр аз эзээр Антрактид явсан түүхтэй#0000003865 юм билээ,49,түүх
t0000003866,"Нийт аж ахуйн ургацын баланс тогтоогдож, ирэх оны тариалалтад хэрэглэх үрийн хэрэгцээ тодорхой болсон учир талбайн хээрийн хянан баталгааны дагуу үрэнд нөөцлөх талбайн ургацыг тусгайлан хурааж#0000003866 цагийн дулаан, хүн хүчний бололцоотойд чанартай цэвэрлэж дугаарлан, шаардлагатай кондицид хүргэж хадгалах хэрэгтэй",60,хураа
t0000003867,"Бид хоёрын зам үүрд салж, уулзах газаргүй болов бололтой гээд гарыг#0000003867 нь чанга атгаснаа, баяртай өвгөн минь",17,гар
t0000003868,"Ард түмний аж байдал, соёлын хэмжээг дээшлүүлэх, хүн амын хүнсний хэрэгцээг дүүрэн хангах, туслах аж ахуйг тууштай хөгжүүлэх, байгалийн өгөөж ашиглах, судалгаанд тулгуурлан хэрэглэгчдэд барааг#0000003868 шуурхай хүргэх, эрүүлийг хамгаалах, ахуйн үйлчилгээний ажлыг сайжруулах,",14,бараа
t0000003869,"Ард түмний аж байдал, соёлын хэмжээг дээшлүүлэх, хүн амын хүнсний хэрэгцээг дүүрэн хангах, туслах аж ахуйг тууштай хөгжүүлэх, байгалийн өгөөж ашиглах, судалгаанд тулгуурлан хэрэглэгчдэд барааг шуурхай хүргэх, эрүүлийг#0000003869 хамгаалах, ахуйн үйлчилгээний ажлыг сайжруулах,",68,эрүүл
t0000003870,"Үүнчлэн зэвсэглэлээр хөөцөлдөхийг нэн даруй зогсоож, цөмийн зэвсгийн хүч нөөцийг хорогдуулан, улмаар устгах, цөмийн дайн гарах аюулыг арилгахын тулд шаардлагатай бүх арга хэмжээ авахыг уриалж, зургаан орны төр,#0000003870 засгийн газрын тэргүүн нарын энэ оны нэгдүгээр сард гаргасан Делийн тунхаглалын түгээмэл ач холбогдлыг монголын ард түмэн дэлхийн дэвшилт түмний адил өндрөөр үнэлж байна,",47,төр
t0000003871,"Үүнчлэн зэвсэглэлээр хөөцөлдөхийг нэн даруй зогсоож, цөмийн зэвсгийн хүч нөөцийг хорогдуулан, улмаар устгах, цөмийн дайн гарах аюулыг арилгахын тулд шаардлагатай бүх арга хэмжээ авахыг уриалж, зургаан орны төр, засгийн газрын тэргүүн нарын энэ оны нэгдүгээр сард#0000003871 гаргасан Делийн тунхаглалын түгээмэл ач холбогдлыг монголын ард түмэн дэлхийн дэвшилт түмний адил өндрөөр үнэлж байна,",43,сар
t0000003872,"Наран, саран, төрийн#0000003872 далбаа чандманилсан өглөө",47,төр
t0000003873,"Гагцхүү эрүүл#0000003873 энх, олигтойхон орчин ахуй л хэрэгтэй байна.",68,эрүүл
t0000003874,Гэхдээ л энэ бол жадны үзүүрт зүрхээрээ#0000003874 тулж очсонтой адил гэнэн хийсэн том алдаа байсан юм..,31,зүрх
t0000003875,Гэхдээ л энэ бол жадны үзүүрт зүрхээрээ тулж очсонтой адил гэнэн хийсэн#0000003875 том алдаа байсан юм..,54,хий
t0000003876,"Улс, нийгмийн эрх ашгийг эрхэмлэн хүндэтгэж манай хүмүүсийн ёс суртахууны гол#0000003876 шинжийн хувьд эх орон, ард түмэн, нийгмийн тусын тулд хүчин зүтгэх нь хөдөлмөрчин хүний сайн сайхан аж төрөхийн үндсийг тодорхойлж байна",19,гол
t0000003877,"Улс, нийгмийн эрх ашгийг эрхэмлэн хүндэтгэж манай хүмүүсийн ёс суртахууны гол шинжийн хувьд эх орон, ард түмэн, нийгмийн тусын тулд хүчин зүтгэх нь хөдөлмөрчин хүний сайн сайхан аж төрөхийн#0000003877 үндсийг тодорхойлж байна",48,төр
t0000003878,"Хүн бүр мэдлэг чадвар, хүч чармайлтаа дайчлан ажиллахуйцаар цалин хөлс, шагнал урамшууллын хөшүүргийг төгөдөржүүлэх, олон түмний гүнээс төрж#0000003878  гарсан хөдөлмөр зохион байгуулалтын хамтын хэлбэр шинэ маягийн бригадуудыг бэхжүүлж, ард түмний өөрөө удирдах ардчилсан зарчмыг улам хөгжүүлэхэд нам, улс, олон нийтийн байгууллагууд хүч чармайлтаа нэгтгэх хэрэгтэй байна",48,төр
t0000003879,Гэж уянгалуулан сэтгэлийнхээ гүнээс#0000003879 аялгууг гарган дуулснаа дахин хоёр бадгийг хөгжимдөөд шударгаа тэврэн хэсэг гөлрөн суув.,22,гүн
t0000003880,Гэж уянгалуулан сэтгэлийнхээ гүнээс аялгууг гарган#0000003880 дуулснаа дахин хоёр бадгийг хөгжимдөөд шударгаа тэврэн хэсэг гөлрөн суув.,16,гар
t0000003881,"/ нэгээс илүү хүний нэр тэмдэглэсэн, энэ хуульд зааснаас өөр ямар нэг тэмдэглэл хийсэн;#0000003881",54,хий
t0000003882,Үүнийг л сонгогчид маань нухацтай бодож сонголтоо хийгээсэй#0000003882 гэж хүсч байна,54,хий
t0000003883,Улсын Их Хурлын дарга хүндэтгэлийн хуралдаан хуралдуулах тухай захирамж гаргана.#0000003883,16,гар
t0000003884,"..Төрийн захиргааны байгууллага энэ хуулийн ., .т заасан ажиллагааг гүйцэтгэсний үндсэн дээр өргөдлийг бүртгэснээс хойш ажлын  өдөрт багтаан дараахь шийдвэрийн аль нэгийг гаргаж,#0000003884 өргөдөл гаргагчид мэдэгдэнэ:",16,гар
t0000003885,"...хүнсний чанар, эрүүл#0000003885 ахуйн аюулгүй байдлыг хангахтай холбогдсон хууль тогтоомж, түүнд нийцүүлэн эрх бүхий байгууллагаас гаргасан шийдвэрийн биелэлтийг хангуулах, гарсан зөрчлийг таслан зогсоох, арилгуулах, зөрчил гаргагчид хууль тогтоомжид заасны дагуу хариуцлага хүлээлгэх;",68,эрүүл
t0000003886,"...хүнсний чанар, эрүүл ахуйн аюулгүй байдлыг хангахтай холбогдсон хууль тогтоомж, түүнд нийцүүлэн эрх бүхий байгууллагаас гаргасан#0000003886 шийдвэрийн биелэлтийг хангуулах, гарсан зөрчлийг таслан зогсоох, арилгуулах, зөрчил гаргагчид хууль тогтоомжид заасны дагуу хариуцлага хүлээлгэх;",16,гар
t0000003887,"...хүнсний чанар, эрүүл ахуйн аюулгүй байдлыг хангахтай холбогдсон хууль тогтоомж, түүнд нийцүүлэн эрх бүхий байгууллагаас гаргасан шийдвэрийн биелэлтийг хангуулах, гарсан#0000003887 зөрчлийг таслан зогсоох, арилгуулах, зөрчил гаргагчид хууль тогтоомжид заасны дагуу хариуцлага хүлээлгэх;",18,гар
t0000003888,"Ленин дэлхийд анхны социалист улсыг байгуулж байсан өдрүүдэд << Энх тайвны төлөө хийж#0000003888 болох бүхнийг бид хийх үүрэгтэй гэж үзэж, бүхнийг хийнэ гэдгээ ажилчид, тариачдад амлаж байна",54,хий
t0000003889,"Ленин дэлхийд анхны социалист улсыг байгуулж байсан өдрүүдэд << Энх тайвны төлөө хийж болох бүхнийг бид хийх#0000003889 үүрэгтэй гэж үзэж, бүхнийг хийнэ гэдгээ ажилчид, тариачдад амлаж байна",54,хий
t0000003890,"Ленин дэлхийд анхны социалист улсыг байгуулж байсан өдрүүдэд << Энх тайвны төлөө хийж болох бүхнийг бид хийх үүрэгтэй гэж үзэж, бүхнийг хийнэ#0000003890 гэдгээ ажилчид, тариачдад амлаж байна",54,хий
t0000003891,"Үүнийг иш үндэс болгон юуны өмнө алдагдалтай, ашиг багатай, орлогоороо зарлагаа нөхөхгүй, нөхсөн ч улсын өмнө хүлээсэн үүрэг, үйлдвэрлэлийг өргөтгөх, материаллаг урамшуулал, нийгэм соёлын арга хэмжээг санхүүжүүлэх хөрөнгийн эх үүсвэр хуримтлуулж чадахгүй бангаа аж ахуйн үйл ажиллагааны нарийн дүн шинжилгээ хийж,#0000003891 шалтгааныг илрүүлж, системтэй арга хэмжээ авах нь төв, орон нутгийн санхүү, банк, хөдөө аж ахуйн удирдах байгууллагуудын хойшлуулшгүй зохиох ажил мөн",54,хий
t0000003892,"Одоо яая гэх вэ, үхсэний хойноос зовохын оронд хүндэтгэ гэж үг бий гэж шивнэн, өврөөсөө гурван ширхэг поиз /хятад цаасан төгрөг/ гарган#0000003892 Хүрэлийн толгойн өмнө тавин чүдэнз зуран шатаав.",16,гар
t0000003893,"..Хэргийн оролцогч нь захиргааны хэргийг хянан шийдвэрлэх ажиллагааг явуулах, хойшлуулах, түдгэлзүүлэх талаар гарсан#0000003893 захиргааны хэргийн шүүхийн тогтоол, шүүгчийн захирамжид гарсан өдрөөс нь хойш 10 хоногийн дотор Улсын дээд шүүхэд гомдол гаргаж болно",16,гар
t0000003894,"..Хэргийн оролцогч нь захиргааны хэргийг хянан шийдвэрлэх ажиллагааг явуулах, хойшлуулах, түдгэлзүүлэх талаар гарсан захиргааны хэргийн шүүхийн тогтоол, шүүгчийн захирамжид гарсан#0000003894 өдрөөс нь хойш 10 хоногийн дотор Улсын дээд шүүхэд гомдол гаргаж болно",16,гар
t0000003895,"..Хэргийн оролцогч нь захиргааны хэргийг хянан шийдвэрлэх ажиллагааг явуулах, хойшлуулах, түдгэлзүүлэх талаар гарсан захиргааны хэргийн шүүхийн тогтоол, шүүгчийн захирамжид гарсан өдрөөс нь хойш  хоногийн дотор Улсын дээд шүүхэд гомдол гаргаж#0000003895 болно",16,гар
t0000003896,үйлдвэрийн байрны#0000003896 талаарх мэргэжлийн хяналтын байгууллагын дүгнэлт;,9,байр
t0000003897,/Энэ хэсгийг  оны  дугаар сарын#0000003897 02-ны өдрийн хуулиар өөрчлөн найруулсан/,43,сар
t0000003898,Балданцэрэн үгээ боловсруулж аваад ам#0000003898 нээх гэтэл хаалга нээгдэн саад боллоо.,3,ам
t0000003899,"""МИАТ"" компанийн хоёр гурван онгоц, хуучирч муудсан галт тэрэг#0000003899",52,тэрэг
t0000003900,"Тийн хялбарчлан сэтгэсэн хүмүүс аль нэг уулын аманд#0000003900 хэдэн гэр барьж түүнийгээ жуулчны бааз, отог энэ тэр гэж сүржин нэрлээд ""ногоон"" мөнгөний эрэлд гарцгаасан юм",6,ам
t0000003901,"Тийн хялбарчлан сэтгэсэн хүмүүс аль нэг уулын аманд хэдэн гэр барьж түүнийгээ жуулчны бааз, отог энэ тэр гэж сүржин нэрлээд ""ногоон"" мөнгөний#0000003901 эрэлд гарцгаасан юм",33,мөнгө
t0000003902,Жуулчны ид сезон наймдугаар сард#0000003902 олимпийн тоглолт болно,43,сар
t0000003903,"Зам гэж там болсон манай нөхцөлд чилийсэн  гаруй км замыг фургоноор туулах бөх зүрх,#0000003903 тэсвэр хатуужилтай жуулчин ховор доо",32,зүрх
t0000003904,"""Хямдхан үнээр ирүүлж, ирсэн хойно нь халаасыг нь хоосол"" гэсэн аялал жуулчлалын энгийн онолыг манай төр,#0000003904 засгийн томчуул мэддэггүй, мэдсэн ч мэдээгүй царайлдгийн наад захын жишээ энэ юм",47,төр
t0000003905,Эмчийн мэдлэг юунаас шалтгаалдгийг социалист эрүүлийг#0000003905 хамгаалахын практик ажил түүхэн хөгжлийн хагас зуун гаруй жилийн дотор тов тодорхой харуулсан юм,68,эрүүл
t0000003906,Эмчийн мэдлэг юунаас шалтгаалдгийг социалист эрүүлийг хамгаалахын практик ажил түүхэн#0000003906 хөгжлийн хагас зуун гаруй жилийн дотор тов тодорхой харуулсан юм,49,түүх
t0000003907,Эмчийн мэдлэг юунаас шалтгаалдгийг социалист эрүүлийг хамгаалахын практик ажил түүхэн хөгжлийн хагас зуун#0000003907 гаруй жилийн дотор тов тодорхой харуулсан юм,29,зуу
t0000003908,Аймгийн хэмжээнд нэгдсэн ариутгал хийхэд#0000003908 халдваргүйжүүлэлтийн бодисын хүрэлцээ муу байна гэсэн үг үү?,54,хий
t0000003909,Харин нэг мунгинуу эр хамаг мөнгөө#0000003909 барьчихаад хагасыг нь эргүүлж авах арга байна уу хэмээн лам нарыг царайчилж явсан,33,мөнгө
t0000003910,Монгол орчуулга өнөө л хэдэн зууны#0000003910 тэртээх хэлээрээ..,29,зуу
t0000003911,"Төвдийн далбааны өнгөтэй нэхмэл малгай, майк, футболка, тор, наадаг цаас гээд байж болох бүх хэлбэрт орсон Fee Tibet гуниг төрүүлнэ#0000003911",48,төр
t0000003912,Бараг өрх бүрээс нэг хүн ийм шугамаар гадагшаа гарч#0000003912 бусдыгаа тэтгэдэг гэж хүн хуучилсан,16,гар
t0000003913,"Сэрүүн байхад нүд,#0000003913 шүд, дуу хоолой нь дэргэд юм шиг нүдэнд ийм тод томруун харагддаг хэрнээ огт зүүдлэгдэхгүй байгаад нь би гайхна",37,нүд
t0000003914,"Сэрүүн байхад нүд, шүд, дуу хоолой нь дэргэд юм шиг нүдэнд#0000003914 ийм тод томруун харагддаг хэрнээ огт зүүдлэгдэхгүй байгаад нь би гайхна",37,нүд
t0000003915,"Урьд нь жолооч нар ""үрээ хийж#0000003915 авна уу, байна уу өөрсдөө мэд"" гэсэн шиг машин дотроо тамхи баагиулан суудаг байснаас ийн Хангарьд шиг бид гуравт тусалж байсан нь үгүй тул Болдоо бид хоёр жигтэйхэн баярлав.",54,хий
t0000003916,"/орон сууц хувьчлахтай холбогдож гарсан#0000003916 гомдол, маргааныг энэ хуульд заасан журмын дагуу шийдвэрлэх",16,гар
t0000003917, Давахгүй гэсэн даваагаар гурав давдаг юм даа гэж Итгэлт хэлээд хүйтэн инээмсэглэхэд нь <<надтай зөрөөд ч гялайхгүй байхаа>> гэсэн дээрэнгүй бодол нүдэнд#0000003917 нь тод байлаа.,37,нүд
t0000003918,"Түүний наймаалцахаар авч явж байсан гэгдэх уг эм нь Болгарын мөнгөн#0000003918 тэмдэгтээр 4145 ливийн үнэтэй, 138.1 кг байжээ",33,мөнгө
t0000003919,"Шинжлэх ухаан техникийн шинэ, шинэхэн ололт, манай улсын улс ардын аж ахуйд, түүний дотор соёл, шинжлэх ухаан, ардын боловсрол, эрүүлийг#0000003919 хамгаалах салбарт жилээс жилд улам бүр эрчимтэй нэвтэрч, хөдөлмөрчдийн ажил, мэргэжил, аж байдал, оюун сэтгэлгээнд нөлөөлсөөр байна",68,эрүүл
t0000003920,".Цагдаагийн алба хаагч улс төрийн#0000003920 аливаа үйл ажиллагаа явуулдаг эвсэл, холбооны гишүүн байх, цагдаагийн бие бүрэлдэхүүний дотор аль нэг нам, эвсэл, холбооны улс төрийн үзэл баримтлалыг сурталчлахыг хориглоно",47,төр
t0000003921,".Цагдаагийн алба хаагч улс төрийн аливаа үйл ажиллагаа явуулдаг эвсэл, холбооны гишүүн байх, цагдаагийн бие бүрэлдэхүүний дотор аль нэг нам, эвсэл, холбооны улс төрийн#0000003921 үзэл баримтлалыг сурталчлахыг хориглоно",47,төр
t0000003922,"Тиймээс чихрийн хор холбогдол, ач холбогдлыг мэргэжлийн хүмүүс тайлбарлаж, төрөөс#0000003922 мэргэжлийн хяналтынхан гэдэг албаа ажиллуулмаар юм даа",47,төр
t0000003923,"Булан тохойгүй цэв цэх, төгсгөлд нь залган авах өндөрлөг газрын бараа#0000003923 алган дээр байгаа мэт тодхон харагдана",15,бараа
t0000003924,"Хуучин социалист дэглэмтэй байсан орнуудад явуулсан судалгаагаар, зах#0000003924 зээлийн эдийн засаг бүхий тогтолцоонд шилжих шилжилтийн явцад хүмүүсийн хоол, тэжээлийн зохистой хэрэглээ алдагдаж, үүний улмаас, хүний биед төмөр болон бусад аминдэм дутагдсанаар цус багадалт үүсч байгааг тогтоожээ",25,зах
t0000003925,"Тиймээс, та эрхэм баян эрүүл#0000003925 мэнд гэдгийг санаж, цагаан сарын баяраар баяжуулсан Улаанбаатар гурилыг нийслэл болон орон нутгийн бүх зах, супермаркет, худалдааны төвүүдээс худалдан аваарай",68,эрүүл
t0000003926,"Тиймээс, та эрхэм баян эрүүл мэнд гэдгийг санаж, цагаан сарын баяраар баяжуулсан Улаанбаатар гурилыг нийслэл болон орон нутгийн бүх зах,#0000003926 супермаркет, худалдааны төвүүдээс худалдан аваарай",27,зах
t0000003927,Гэтэл Аксена ам#0000003927 нээж,3,ам
t0000003928,"өргөтгөл шинэтгэл хийх#0000003928 барилга байгууламжийн хөрөнгө оруулалтыг төлөвлөж, түүний зураг төслийг бэлэн болгохоос эхлээд ашиглалтад оруулах хүртэлх үйлдвэрлэЛийн бүхий л үе шатад чухал үүрэг гүйцэтгэдэг өндөр хариуцлагатай алба юм",54,хий
t0000003929,"өргөтгөл шинэтгэл хийх барилга байгууламжийн хөрөнгө оруулалтыг төлөвлөж, түүний зураг төслийг бэлэн болгохоос эхлээд ашиглалтад оруулах хүртэлх үйлдвэрлэЛийн бүхий л үе шатад#0000003929 чухал үүрэг гүйцэтгэдэг өндөр хариуцлагатай алба юм",64,шат
